file_path,folder_category,file_mtime,file_size,evaluator_type,evaluator_full,eval_timestamp,model_name,seed,checkpoint,model_type,num_scenarios,combined_score,helpfulness_score
training_reports/evaluate_baseline_20250613_103306/eval_grpo_4_debug-garbled-chat-template-response-gemini-2.0-flash.json,timestamped,2025-06-14 07:10:15.251801,3695,gemini,gemini (gemini-2.0-flash),2025-06-13T10:33:19.618842,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,1,0.9025,0.825
training_reports/evaluate_baseline_20250613_103405/eval_grpo_4_debug-garbled-chat-template-response-gpt-4o-mini.json,timestamped,2025-06-14 07:10:15.251801,2362,openai,openai (gpt-4o-mini),2025-06-13T10:34:17.728295,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,1,0.0,0.65
training_reports/evaluate_baseline_20250613_104538/eval_grpo_4_debug-garbled-chat-template-response-gpt-4o-mini.json,timestamped,2025-06-14 07:10:15.251801,3171,openai,openai (gpt-4o-mini),2025-06-13T10:45:53.091783,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,1,0.6950000000000001,0.65
training_reports/evaluate_baseline_20250613_105444/eval_grpo_4_debug-garbled-chat-template-response-claude-3-5-sonnet.json,timestamped,2025-06-14 07:10:15.251801,3693,claude,anthropic (claude-3-5-sonnet),2025-06-13T10:54:58.872145,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,1,0.7575000000000001,0.525
training_reports/evaluate_baseline_20250613_105930/eval_grpo_4_debug-garbled-chat-template-response-gemini-2.0-flash.json,timestamped,2025-06-14 07:10:15.251801,3961,gemini,gemini (gemini-2.0-flash),2025-06-13T10:59:44.039514,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,1,0.895,0.8
training_reports/evaluate_baseline_20250613_111516/eval_grpo_5_benchmarking_20250510_135534-cleanprep-hashprompt-claude-3-5-sonnet.json,timestamped,2025-06-14 07:10:15.251801,185523,claude,anthropic (claude-3-5-sonnet),2025-06-13T11:42:32.441844,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.810595,0.6945
training_reports/evaluate_baseline_20250613_112146/eval_grpo_5_benchmarking_20250510_135534-cleanprep-hashprompt-gpt-4o-mini.json,timestamped,2025-06-14 07:10:15.251801,135204,openai,openai (gpt-4o-mini),2025-06-13T11:22:21.151817,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.8093049999999999,0.8079999999999999
training_reports/evaluate_baseline_20250613_113122/eval_grpo_5_benchmarking_20250510_135534-cleanprep-hashprompt-o3-mini.json,timestamped,2025-06-14 07:10:15.251801,135527,openai,openai (o3-mini),2025-06-13T11:32:50.169384,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.8865175000000001,0.8079999999999999
training_reports/evaluate_baseline_20250613_113438/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-o3-mini.json,timestamped,2025-06-14 07:10:15.251801,204003,openai,openai (o3-mini),2025-06-13T11:35:54.804216,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.826995,0.85675
training_reports/evaluate_baseline_20250613_123005/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-gemini-2.0-flash.json,timestamped,2025-06-14 07:10:15.255801,252204,gemini,gemini (gemini-2.0-flash),2025-06-13T12:31:59.366443,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.6369900000000001,0.6940000000000001
training_reports/evaluate_baseline_20250613_124603/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-o3-mini.json,timestamped,2025-06-14 07:10:15.255801,204241,openai,openai (o3-mini),2025-06-13T12:47:21.033576,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.83345,0.8484999999999999
training_reports/evaluate_baseline_20250613_125438/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-o3-mini.json,timestamped,2025-06-14 07:10:15.255801,204446,openai,openai (o3-mini),2025-06-13T12:55:48.885808,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.822735,0.835625
training_reports/evaluate_baseline_20250613_130121/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-o3-mini.json,timestamped,2025-06-14 07:10:15.255801,204030,openai,openai (o3-mini),2025-06-13T13:02:34.722898,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.83958,0.858125
training_reports/evaluate_baseline_20250613_132838/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-o3-mini.json,timestamped,2025-06-14 07:10:15.255801,204204,openai,openai (o3-mini),2025-06-13T13:36:31.369379,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.8280500000000001,0.85575
training_reports/evaluate_baseline_20250613_134305/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-claude-3-5-sonnet.json,timestamped,2025-06-14 07:10:15.255801,255486,claude,anthropic (claude-3-5-sonnet),2025-06-13T14:01:13.180727,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.639925,0.5760000000000001
training_reports/evaluate_baseline_20250613_141427/eval_grpo_5_benchmarking_20250510_135534-cleanprep-hashprompt-claude-3-5-sonnet.json,timestamped,2025-06-14 07:10:15.255801,187559,claude,anthropic (claude-3-5-sonnet),2025-06-13T16:27:49.025674,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.7741750000000001,0.56325
training_reports/evaluate_baseline_20250613_173827/eval_grpo_5_benchmarking_20250510_135534-cleanprep-hashprompt-gpt-4.1.json,timestamped,2025-06-14 17:43:45.110635,135082,openai,openai (gpt-4.1),2025-06-13T17:39:31.359876,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.7886700000000001,0.6338750000000001
training_reports/evaluate_baseline_20250613_173955/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt-gpt-4.1.json,timestamped,2025-06-14 17:43:45.114635,203531,openai,openai (gpt-4.1),2025-06-13T17:41:03.305368,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.7083575000000001,0.66325
training_reports/evaluate_baseline_20250616_124658/eval_grpo_5_seed_1_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 12:51:24.454261,182787,gemini,gemini (gemini-2.0-flash),2025-06-16T12:51:24.450208,/home/kapil/checkpoints/grpo_5_seed_1,1,final,grpo5,100,0.8505999999999997,0.7132500000000003
training_reports/evaluate_baseline_20250616_124658/eval_grpo_5_seed_1_checkpoint-2600_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 13:07:53.857632,184633,gemini,gemini (gemini-2.0-flash),2025-06-16T13:07:53.855645,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-2600,1,2600,grpo5,100,0.8547399999999997,0.7322499999999998
training_reports/evaluate_baseline_20250616_124658/eval_grpo_6_seed_2_4_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 13:17:09.985739,183895,gemini,gemini (gemini-2.0-flash),2025-06-16T13:17:09.980702,/home/kapil/checkpoints/grpo_6_seed_2_4,2,final,grpo6,100,0.86194,0.7345
training_reports/evaluate_baseline_20250616_124658/eval_grpo_7_seed_3_3_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 13:43:14.334583,185261,gemini,gemini (gemini-2.0-flash),2025-06-16T13:43:14.329487,/home/kapil/checkpoints/grpo_7_seed_3_3,3,final,grpo7,100,0.8524249999999998,0.7160000000000001
training_reports/evaluate_baseline_20250616_124658/eval_grpo_7_seed_3_3_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 13:50:35.226387,217310,gemini,gemini (gemini-2.0-flash),2025-06-16T13:50:35.223473,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-1000,3,1000,grpo7,100,0.8008649999999997,0.75925
training_reports/evaluate_baseline_20250616_124658/eval_grpo_7_seed_3_3_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 13:56:08.266411,194451,gemini,gemini (gemini-2.0-flash),2025-06-16T13:56:08.262993,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-2000,3,2000,grpo7,100,0.8563649999999997,0.7632499999999999
training_reports/evaluate_baseline_20250616_124658/eval_grpo_7_seed_3_3_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 14:00:52.382906,185810,gemini,gemini (gemini-2.0-flash),2025-06-16T14:00:52.382352,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-3000,3,3000,grpo7,100,0.8599349999999992,0.7177500000000001
training_reports/evaluate_baseline_20250616_124658/eval_grpo_7_seed_3_3_checkpoint-4000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 14:05:32.563117,185317,gemini,gemini (gemini-2.0-flash),2025-06-16T14:05:32.561265,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-4000,3,4000,grpo7,100,0.8583499999999998,0.7240000000000005
training_reports/evaluate_baseline_20250616_155043/eval_grpo_5_seed_1_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 15:57:28.401473,210260,gemini,gemini (gemini-2.0-flash),2025-06-16T15:57:28.399023,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-1000,1,1000,grpo5,100,0.8157900000000001,0.7289999999999999
training_reports/evaluate_baseline_20250616_155043/eval_grpo_5_seed_1_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 16:02:52.992817,193773,gemini,gemini (gemini-2.0-flash),2025-06-16T16:02:52.986999,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-2000,1,2000,grpo5,100,0.846295,0.7367499999999998
training_reports/evaluate_baseline_20250616_155043/eval_grpo_5_seed_1_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 16:07:43.797732,185390,gemini,gemini (gemini-2.0-flash),2025-06-16T16:07:43.795501,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-3000,1,3000,grpo5,100,0.8399999999999995,0.7252500000000004
training_reports/evaluate_baseline_20250616_161101/eval_grpo_6_seed_2_4_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 16:18:29.696186,220482,gemini,gemini (gemini-2.0-flash),2025-06-16T16:18:29.694842,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-1000,2,1000,grpo6,100,0.799585,0.7562499999999999
training_reports/evaluate_baseline_20250616_161101/eval_grpo_6_seed_2_4_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 16:23:31.041861,189610,gemini,gemini (gemini-2.0-flash),2025-06-16T16:23:31.039170,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-2000,2,2000,grpo6,100,0.8574099999999999,0.7390000000000002
training_reports/evaluate_baseline_20250616_161101/eval_grpo_6_seed_2_4_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 16:28:25.299026,187341,gemini,gemini (gemini-2.0-flash),2025-06-16T16:28:25.299706,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-3000,2,3000,grpo6,100,0.8783599999999997,0.7339999999999998
training_reports/evaluate_baseline_20250616_161101/eval_grpo_6_seed_2_4_checkpoint-4000_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 16:32:56.034499,184324,gemini,gemini (gemini-2.0-flash),2025-06-16T16:32:56.031740,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-4000,2,4000,grpo6,100,0.8665749999999994,0.7235000000000003
training_reports/evaluate_baseline_20250616_164151/eval_grpo_6_seed_2_4_checkpoint-1000_anthropic_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 16:50:27.782149,226010,claude,anthropic (claude-3-5-sonnet),2025-06-16T16:50:27.777326,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-1000,2,1000,grpo6,100,0.7340849999999997,0.5852499999999999
training_reports/evaluate_baseline_20250616_164151/eval_grpo_6_seed_2_4_checkpoint-2000_anthropic_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 17:05:11.605721,193410,claude,anthropic (claude-3-5-sonnet),2025-06-16T17:05:11.603287,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-2000,2,2000,grpo6,100,0.7883950000000002,0.5722499999999999
training_reports/evaluate_baseline_20250616_164151/eval_grpo_6_seed_2_4_checkpoint-3000_anthropic_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 17:19:41.592294,189678,claude,anthropic (claude-3-5-sonnet),2025-06-16T17:19:41.589166,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-3000,2,3000,grpo6,100,0.787385,0.5492499999999999
training_reports/evaluate_baseline_20250616_164151/eval_grpo_6_seed_2_4_checkpoint-4000_anthropic_benchmarking_20250510_135534-cleanprep-hashprompt.json,timestamped,2025-06-16 17:32:52.905209,185081,claude,anthropic (claude-3-5-sonnet),2025-06-16T17:32:52.902241,/home/kapil/checkpoints/grpo_6_seed_2_4/checkpoint-4000,2,4000,grpo6,100,0.79069,0.5432499999999999
training_reports/grpo5-evals/eval_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo5,2025-06-16 10:56:42.905831,215930,claude,anthropic (claude-3-5-sonnet),2025-06-16T10:56:42.888923,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-1000,1,1000,grpo5,100,0.7439749999999999,0.5704999999999998
training_reports/grpo5-evals/eval_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo5,2025-06-16 11:10:59.947654,197992,claude,anthropic (claude-3-5-sonnet),2025-06-16T11:10:59.944990,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-2000,1,2000,grpo5,100,0.7620049999999999,0.5665
training_reports/grpo5-evals/eval_checkpoint-2600_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo5,2025-06-16 11:24:40.078814,191837,claude,anthropic (claude-3-5-sonnet),2025-06-16T11:24:40.077026,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-2600,1,2600,grpo5,100,0.7690049999999999,0.5299999999999998
training_reports/grpo5-evals/eval_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo5,2025-06-16 11:39:53.900735,187892,claude,anthropic (claude-3-5-sonnet),2025-06-16T11:39:53.897748,/home/kapil/checkpoints/grpo_5_seed_1/checkpoint-3000,1,3000,grpo5,100,0.775215,0.54675
training_reports/grpo5-evals/eval_grpo_5_seed_1_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo5,2025-06-16 10:40:59.749793,181457,claude,anthropic (claude-3-5-sonnet),2025-06-16T10:40:59.745042,/home/kapil/checkpoints/grpo_5_seed_1,1,final,grpo5,100,0.7631400000000003,0.5170000000000001
training_reports/grpo6-grpo7-evals/eval_grpo_6_seed_2_4_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo6_grpo7,2025-06-15 16:30:57.559804,184114,claude,anthropic (claude-3-5-sonnet),2025-06-15T16:30:57.556922,/home/kapil/checkpoints/grpo_6_seed_2_4,2,final,grpo6,100,0.7946650000000003,0.5512500000000001
training_reports/grpo6-grpo7-evals/eval_grpo_7_seed_3_3_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo6_grpo7,2025-06-15 17:37:52.784041,184673,claude,anthropic (claude-3-5-sonnet),2025-06-15T17:37:52.783465,/home/kapil/checkpoints/grpo_7_seed_3_3,3,final,grpo7,100,0.7803100000000002,0.5380000000000003
training_reports/grpo6-grpo7-evals/eval_grpo_7_seed_3_3_checkpoint-1000_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo6_grpo7,2025-06-15 17:55:10.026666,217585,claude,anthropic (claude-3-5-sonnet),2025-06-15T17:55:10.027333,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-1000,3,1000,grpo7,100,0.764715,0.5947499999999999
training_reports/grpo6-grpo7-evals/eval_grpo_7_seed_3_3_checkpoint-2000_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo6_grpo7,2025-06-15 18:09:33.178725,202457,claude,anthropic (claude-3-5-sonnet),2025-06-15T18:09:33.178059,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-2000,3,2000,grpo7,100,0.7800449999999999,0.5877499999999998
training_reports/grpo6-grpo7-evals/eval_grpo_7_seed_3_3_checkpoint-3000_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo6_grpo7,2025-06-15 18:23:37.244749,188038,claude,anthropic (claude-3-5-sonnet),2025-06-15T18:23:37.241769,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-3000,3,3000,grpo7,100,0.7825450000000004,0.5574999999999999
training_reports/grpo6-grpo7-evals/eval_grpo_7_seed_3_3_checkpoint-4000_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_grpo6_grpo7,2025-06-15 18:29:39.119345,188930,claude,anthropic (claude-3-5-sonnet),2025-06-15T18:29:39.116505,/home/kapil/checkpoints/grpo_7_seed_3_3/checkpoint-4000,3,4000,grpo7,100,0.7815100000000003,0.5469999999999999
training_reports/meta-llama-3.2-1B-baseline-eval/eval_Llama-3.2-1B-Instruct_benchmarking_20250510_135534-cleanprep-hashprompt.json,organized_baseline,2025-06-15 19:49:13.290482,263088,claude,anthropic (claude-3-5-sonnet),2025-06-15T19:49:13.289623,meta-llama/Llama-3.2-1B-Instruct,baseline,final,baseline,100,0.6358649999999999,0.5952499999999997
